char_id,char_hanzi,pinyin,meaning,hsk_level
1219,胡,hú,"recklessly, foolishly; wildly",5
1220,款,kuǎn,"item, article; clause; fund",5
1221,版,bǎn,printing blocks; edition,5
1222,核,hé,"seed, kernel, core, nut; atom",5
1223,域,yù,"district, region, boundary; land",5
1224,肯,kěn,"willing; consent to, permit",5
1225,枪,qiāng,"spear, lance; gun, rifle",5
1226,掌,zhǎng,"palm of hand, sole of foot, paw",5
1227,损,sǔn,diminish; impair; injure,5
1228,毒,dú,"poison, venom; poisonous",5
1229,博,bó,"gamble, play games; wide, broad",5
1230,岸,àn,"bank, shore; beach, coast",5
1231,荣,róng,"glory, honor; flourish, prosper",5
1232,逃,táo,"escape, flee; abscond, dodge",5
1233,洞,dòng,"cave, grotto; ravine; hole",5
1234,坦,tǎn,"flat, smooth; self-possessed",5
1235,私,sī,"private, personal; secret",5
1236,鬼,guǐ,ghost; spirit of dead; devil,5
1237,软,ruǎn,"soft, flexible, pliable; weak",5
1238,雄,xióng,male of species; hero; manly,5
1239,拥,yōng,"embrace, hug, squeeze; crowd",5
1240,曲,qū,"crooked, bent; wrong, false",5
1241,虚,xū,false,5
1242,析,xī,split wood; break apart; divide,5
1243,虎,hǔ,"tiger; brave, fierce; surname",5
1244,贸,mào,"trade, barter; mixed; rashly",5
1245,唯,wéi,only; yes,5
1246,库,kù,"armory, treasury, storehouse",5
1247,尤,yóu,"especially, particularly",5
1248,竞,jìng,"contend, vie, compete",5
1249,震,zhèn,"shake, quake, tremor; excite",5
1250,弃,qì,"reject, abandon, discard",5
1251,甲,jiǎ,"armor, shell; fingernails; 1st heavenly stem",5
1252,鼓,gǔ,"drum; beat, top, strike",5
1253,忍,rěn,"endure, bear, suffer; forbear",5
1254,筑,zhù,ancient lute; build,5
1255,尊,zūn,"respect, revere, venerate; honor",5
1256,振,zhèn,"raise, excite, arouse action",5
1257,染,rǎn,dye; be contagious; infect,5
1258,搞,gǎo,"to clear, clarify",5
1259,狂,kuáng,"insane, mad; violent; wild",5
1260,伸,shēn,"extend, stretch out, open up; trust",5
1261,摩,mó,"rub, scour, grind; friction",5
1262,悲,bēi,"sorrow, grief; sorry, sad",5
1263,硬,yìng,"hard, firm, strong; obstinate",5
1264,违,wéi,"disobey, violate, defy; be apart from",5
1265,献,xiàn,"offer, present; show, display",5
1266,裁,cái,cut out; decrease,5
1267,触,chù,"butt, ram, gore; touch",5
1268,敬,jìng,"respect, honor; respectfully",5
1269,罚,fá,"penalty, fine; punish, penalize",5
1270,厅,tīng,"hall, central room",5
1271,拜,bài,"do obeisance, bow, kowtow",5
1272,享,xiǎng,enjoy,5
1273,犹,yóu,"like, similar to, just like, as",5
1274,乘,chéng,"ride, ascend; avail oneself of; numerary adjunct for vehicles",5
1275,签,qiān,"sign, endorse; slip of paper",5
1276,彼,bǐ,"that, there, those",5
1277,仿,fǎng,"imitate, copy; as if",5
1278,朗,lǎng,"clear, bright; distinct",5
1279,偷,tōu,"to steal, burglar, thief",5
1280,珠,zhū,"precious stone, gem, jewel, pearl",5
1281,恨,hèn,"hatred, dislike; resent, hate",5
1282,繁,fán,"complicated, complex, difficult",5
1283,旦,dàn,dawn; morning; day,5
1284,灰,huī,"ashes; dust; lime, mortar",5
1285,珍,zhēn,"precious, valuable, rare",5
1286,幕,mù,"curtain, screen, tent",5
1287,启,qǐ,"open; begin, commence; explain",5
1288,暂,zàn,temporary,5
1289,估,gū,"merchant; estimate, guess, presume",5
1290,泛,fàn,"to drift, float; careless, reckless",5
1291,偿,cháng,"repay, recompense; restitution",5
1292,拒,jù,"ward off with hand, defend",5
1293,忆,yì,"remember, reflect upon; memory",5
1294,鼻,bí,nose; first; KangXi radical 209,5
1295,呆,dāi,"dull; dull-minded, simple, stupid",5
1296,厉,lì,"whetstone; grind, sharpen; whet",5
1297,舍,shě,"house, dwelling; dwell, reside",5
1298,灾,zāi,"calamity, disaster, catastrophe",5
1299,胆,dǎn,"gall bladder; bravery, courage",5
1300,偶,ǒu,"accidentally, coincidently; an idol",5
1301,辑,jí,"gather up, collect; edit, compile",5
1302,恢,huī,"restore; big, great, immense, vast",5
1303,润,rùn,"soft, moist; sleek; freshen",5
1304,堆,duī,"heap, pile, crowd; pile up",5
1305,稍,shāo,"little, slightly; rather",5
1306,壁,bì,partition wall; walls of a house,5
1307,抬,tái,"lift, carry",5
1308,糊,hú,"paste, stick on with paste",5
1309,盾,dùn,"shield, shield-shaped object; currency sign for Dutch guilder",5
1310,乏,fá,lack; poor,5
1311,诊,zhěn,"examine patient, diagnose",5
1312,摄,shè,"take in, absorb; act as deputy",5
1313,污,wū,"filthy, dirty, impure, polluted",5
1314,耐,nài,"endure, bear; resist; patient",5
1315,凭,píng,"lean on, depend on, rely on",5
1316,抢,qiǎng,"plunder, rob, take by force",5
1317,肩,jiān,shoulders; to shoulder; bear,5
1318,碎,suì,"break, smash; broken, busted",5
1319,悉,xī,"know, learn about, comprehend",5
1320,返,fǎn,"return, revert to, restore",5
1321,悄,qiāo,"silent, quiet, still; anxious",5
1322,敏,mǐn,"fast, quick, clever, smart",5
1323,碍,ài,"obstruct, hinder, block, deter",5
1324,详,xiáng,"detailed, complete, thorough",5
1325,矛,máo,"spear, lance; KangXi radical 110",5
1326,幅,fú,"piece, strip, breadth of, hem",5
1327,剩,shèng,"leftovers, residue, remains",5
1328,颗,kē,"grain, kernel",5
1329,骂,mà,"accuse, blame, curse, scold",5
1330,漫,màn,overflow of water; spreading,5
1331,辛,xīn,"bitter; toilsome, laborious; 8th heavenly stem",5
1332,恋,liàn,"love; long for, yearn for; love",5
1333,吓,xià,"scare, frighten; intimidate",5
1334,励,lì,strive; encourage,5
1335,辞,cí,"words, speech, expression, phrase",5
1336,键,jiàn,"door bolt, lock bolt; key",5
1337,辈,bèi,"generation, lifetime; class",5
1338,滑,huá,"slip, slide; slippery, polished",5
1339,扰,rǎo,"disturb, annoy, agitate",5
1340,绕,rào,entwine; wind around; surround,5
1341,汗,hàn,"perspiration, sweat",5
1342,插,chā,"insert, stick into; plant",5
1343,拔,bá,"uproot, pull out",5
1344,骗,piàn,"swindle, cheat out of, defraud",5
1345,龄,líng,age; years,5
1346,惜,xī,"pity, regret, rue, begrudge",5
1347,豪,háo,"brave, heroic, chivalrous",5
1348,肃,sù,pay respects; reverently,5
1349,驶,shǐ,"sail, drive, pilot; fast, quick",5
1350,届,jiè,"numerary adjunct for time, term",5
1351,欣,xīn,"happy, joyous, delighted",5
1352,惠,huì,"favor, benefit, confer kindness",5
1353,册,cè,"book, volume, register, list",5
1354,闲,xián,"fence, guard; defend; idle time",5
1355,宾,bīn,"guest, visitor; surname; submit",5
1356,频,pín,"frequently, again and again",5
1357,撞,zhuàng,"knock against, bump into, collide",5
1358,滚,gǔn,turn,5
1359,疯,fēng,"crazy, insane, mentally ill",5
1360,瞧,qiáo,"glance at, look at, see",5
1361,锁,suǒ,"lock, padlock; shackles, chains",5
1362,劝,quàn,"recommend, advise, urge",5
1363,搜,sōu,"search, seek; investigate",5
1364,勤,qín,"industrious, diligent, attentive",5
1365,戒,jiè,"warn, caution, admonish",5
1366,驾,jià,"to drive, sail, fly; a cart, carriage",5
1367,饮,yǐn,drink; swallow; kind of drink,5
1368,朵,duǒ,cluster of flowers; earlobe,5
1369,仔,zǐ,"small thing, child; young animal",5
1370,籍,jí,"record, register, list; census",5
1371,竹,zhú,bamboo; flute; KangXi radical 118,5
1372,逻,luó,patrol; inspect; watch; patrol,5
1373,遵,zūn,"obey, comply with, follow; honor",5
1374,貌,mào,"countenance, appearance",5
1375,猜,cāi,"guess, conjecture, suppose; feel",5
1376,怜,lián,"pity, sympathize",5
1377,饰,shì,"decorate, ornament, adorn",5
1378,贷,dài,lend; borrow; pardon,5
1379,钢,gāng,"steel; hard, strong, tough",5
1380,沟,gōu,"ditch, drain, narrow waterway",5
1381,扶,fú,"support, help; protect; hold on",5
1382,寿,shòu,"old age, long life; lifespan",5
1383,询,xún,"inquire into, ask about; consult",5
1384,尝,cháng,"taste; experience, experiment",5
1385,奈,nài,"but, how; bear, stand, endure",5
1386,慰,wèi,"comfort, console, calm",5
1387,厌,yàn,"dislike, detest, reject; satiate",5
1388,幽,yōu,"quiet, secluded, tranquil; dark",5
1389,怨,yuàn,"hatred, enmity, resentment",5
1390,丢,diū,discard,5
1391,躲,duǒ,"hide, secrete; avoid, escape",5
1392,紫,zǐ,"purple, violet; amethyst; surname",5
1393,艰,jiān,"difficult, hard; distressing",5
1394,慌,huāng,"nervous, panicky, frantic",5
1395,吐,tǔ,"vomit, spew out, cough up",5
1396,咬,yǎo,"bite, gnaw",5
1397,邻,lín,neighbor; neighborhood,5
1398,挤,jǐ,"crowd, squeeze, push against",5
1399,陪,péi,"accompany, be with, keep company",5
1400,聪,cōng,"intelligent, clever, bright",5
1401,蛇,shé,snake,5
1402,贺,hè,congratulate; send present,5
1403,鼠,shǔ,"rat, mouse; KangXi radical 208",5
1404,吨,dūn,"metric ton; (Cant.) to babble, gibberish",5
1405,琴,qín,Chinese lute or guitar,5
1406,池,chí,"pool, pond; moat; cistern",5
1407,冠,guān,"cap, crown, headgear",5
1408,喷,pēn,"spurt, blow out, puff out",5
1409,敲,qiāo,"strike, beat, pound, hammer; rap",5
1410,赔,péi,"indemnify, suffer loss",5
1411,亏,kuī,"lose, fail; damage; deficient",5
1412,煤,méi,"coal, coke, charcoal, carbon",5
1413,熊,xióng,a bear; brilliant; bright; surname,5
1414,宿,sù,"stop, rest, lodge, stay overnight; constellation",5
1415,烂,làn,"rotten, spoiled, decayed",5
1416,夹,jiā,be wedged or inserted between,5
1417,玻,bō,glass,5
1418,押,yā,"mortgage, pledge; deposit; to pawn; to arrest, detain, guard",5
1419,漠,mò,"desert; aloof, indifferent, cool",5
1420,醉,zuì,"intoxicated, drunk; addicted to",5
1421,斜,xié,"slanting, sloping, inclined",5
1422,肤,fū,"skin; superficial, shallow",5
1423,涨,zhǎng,rise in price,5
1424,拼,pīn,"join together, link, incorporate",5
1425,歇,xiē,"rest, stop, lodge",5
1426,桃,táo,peach; marriage; surname,5
1427,瘦,shòu,"thin, emaciated, lean; meager",5
1428,悔,huǐ,"repent, show remorse, regret",5
1429,邀,yāo,"invite, welcome; meet, intercept",5
1430,羽,yǔ,"feather, plume; wings; rad. 124",5
1431,乙,yǐ,second; 2nd heavenly stem,5
1432,挣,zhēng,"strive, endeavor, struggle",5
1433,览,lǎn,"look at, inspect; perceive",5
1434,傅,fù,"tutor, teacher; assist; surname",5
1435,璃,lí,glass,5
1436,丑,chǒu,"clown, comedian; 2nd terrestrial branch",5
1437,扔,rēng,"throw, hurl; throw away, cast",5
1438,匹,pǐ,bolt of cloth; counter for horses,5
1439,俱,jù,"all, together; accompany",5
1440,糟,zāo,"sediment, dregs; pickle",5
1441,肠,cháng,intestines; emotions; sausage,5
1442,挡,dǎng,"obstruct, impede; stop; resist",5
1443,纲,gāng,"heavy rope, hawser; main points",5
1444,肌,jī,muscle tissue; meat on bones,5
1445,卧,wò,lie down; crouch,5
1446,欠,qiàn,"owe, lack, be deficient; KangXi radical number 76",5
1447,豫,yù,"relaxed, comfortable, at ease",5
1448,胃,wèi,stomach; gizzard of fowl,5
1449,拾,shí,"pick up, collect, tidy up; accounting form of the numeral ten",5
1450,铃,líng,bell,5
1451,扮,bàn,dress up; dress up as,5
1452,脆,cuì,"crisp; fragile, frail; brittle",5
1453,柴,chái,"firewood, faggots, fuel",5
1454,眠,mián,"close eyes, sleep; hibernate",5
1455,傻,shǎ,"foolish, silly, stupid; an imbecile",5
1456,扇,shàn,fan; door panel,5
1457,柜,guì,"cabinet, cupboard; shop counter",5
1458,夕,xī,"evening, night, dusk; slanted",5
1459,摘,zhāi,"pluck, pick; select; specify",5
1460,秒,miǎo,beard of grain or corn; a second,5
1461,披,pī,wear; split; crack,5
1462,辅,fǔ,cheek bone; protective; assist,5
1463,盆,pén,"basin, tub, pot, bowl",5
1464,漏,lòu,"leak, drip; funnel; hour glass",5
1465,盒,hé,small box or case; casket,5
1466,锅,guō,"cooking-pot, saucepan",5
1467,拆,chāi,"to break up, split apart, rip open; to destroy",5
1468,艳,yàn,"beautiful, sexy, voluptuous",5
1469,臭,chòu,"smell, stink, emit foul odor",5
1470,愁,chóu,"anxiety; to worry about, be anxious",5
1471,赠,zèng,"give present; bestow, confer",5
1472,冻,dòng,"freeze; cold, congeal; jelly",5
1473,闯,chuǎng,"rush in, burst in, charge in",5
1474,葡,pú,grapes,5
1475,厨,chú,kitchen; closet; cupboard,5
1476,鸭,yā,duck; Anas species (various),5
1477,谊,yì,"friendship; appropriate, suitable",5
1478,胶,jiāo,"glue, gum, resin, rubber; sound; shin bone",5
1479,倡,chàng,"guide, leader; lead, introduce",5
1480,猴,hóu,"monkey, ape; monkey-like",5
1481,萄,táo,grapes,5
1482,脾,pí,"spleen, pancreas; disposition",5
1483,剪,jiǎn,"scissors; cut, divide, separate",5
1484,叉,chā,"crotch; fork, prong",5
1485,摔,shuāi,"fall ground, stumble, trip",5
1486,洒,sǎ,sprinkle; scatter; pour; to wipe away; to shiver,5
1487,棒,bàng,"stick, club, truncheon; hit",5
1488,硕,shuò,"great, eminent; large, big",5
1489,泼,pō,"pour, splash, water, sprinkle",5
1490,郊,jiāo,"suburbs; waste land, open spaces",5
1491,饼,bǐng,"rice-cakes, biscuits",5
1492,兔,tù,"rabbit, hare",5
1493,咳,hāi,cough,5
1494,糕,gāo,"cakes, pastry",5
1495,帘,lián,flag-sign of a tavern,5
1496,烤,kǎo,"bake, roast, toast, cook",5
1497,绒,róng,"silk, cotton, or woolen fabric",5
1498,蔬,shū,"vegetables, greens",5
1499,梨,lí,"pear; opera; cut, slash",5
1500,柿,shì,persimmon,5
1501,党,dǎng,"political party, gang, faction",6
1502,攻,gōng,"attack, assault; criticize",6
1503,苏,sū,abbr. for Soviet Union; Perilla frutescens (Chinese basil or wild red basil); place name,6
1504,帝,dì,"supreme ruler, emperor; god",6
1505,威,wēi,"pomp, power; powerful; dominate",6
1506,股,gǔ,"thighs, haunches, rump; share",6
1507,若,ruò,"if, supposing, assuming; similar",6
1508,素,sù,white (silk); plain; vegetarian; formerly; normally,6
1509,波,bō,"waves, breakers; undulations",6
1510,纳,nà,"admit, take, receive, accept",6
1511,略,lüè,"approximately, roughly; outline",6
1512,异,yì,"different, unusual, strange",6
1513,策,cè,"scheme, plan; to whip; urge",6
1514,罪,zuì,"crime, sin, vice; evil; hardship",6
1515,宗,zōng,"lineage, ancestry; ancestor, clan",6
1516,灵,líng,"spirit, soul; spiritual world",6
1517,审,shěn,"examine, investigate; judge",6
1518,皇,huáng,"royal, imperial; ruler, superior",6
1519,副,fù,assist; supplement; assistant,6
1520,抗,kàng,"resist, oppose, defy, reject",6
1521,犯,fàn,"commit crime, violate; criminal",6
1522,佛,fú,Buddha; of Buddhism; merciful person; Buddhist image; the dead (Jap.),6
1523,田,tián,"field, arable land, cultivated",6
1524,税,shuì,taxes,6
1525,岛,dǎo,island,6
1526,洋,yáng,"ocean, sea; foreign; western",6
1527,监,jiān,"supervise, control, direct",6
1528,露,lù,"dew; bare, open, exposed",6
1529,野,yě,"open country, field; wilderness",6
1530,舰,jiàn,warship,6
1531,湾,wān,"bay, cove, inlet, bend of stream",6
1532,吉,jí,"lucky, propitious, good",6
1533,剑,jiàn,"sword, dagger, saber",6
1534,恩,ēn,"kindness, mercy, charity",6
1535,藏,cáng,"hide, conceal; hoard, store up",6
1536,炮,pào,"large gun, cannon; artillery",6
1537,端,duān,"end, extreme; head; beginning",6
1538,探,tàn,"find, locate; search, grope for",6
1539,予,yǔ,"I, me; to give",6
1540,港,gǎng,"port, harbor; small stream; bay",6
1541,额,é,"forehead; tablet, plaque; fixed",6
1542,督,dū,"supervise, oversee, direct",6
1543,灭,miè,"extinguish; wipe out, exterminate",6
1544,亡,wáng,"death, destroyed; lose, perish",6
1545,圣,shèng,"holy, sacred",6
1546,诺,nuò,"promise; assent, approve",6
1547,炸,zhà,to fry in oil; to scald; to explode,6
1548,宫,gōng,palace,6
1549,谋,móu,"plan, scheme; strategem",6
1550,镇,zhèn,"town, market place; suppress",6
1551,凡,fán,"all, any, every; ordinary, common",6
1552,诸,zhū,"various, all, these; surname",6
1553,庄,zhuāng,"village, hamlet; villa, manor",6
1554,祖,zǔ,"ancestor, forefather; grandfather",6
1555,暴,bào,"violent, brutal, tyrannical",6
1556,塔,tǎ,"tower, spire, tall building",6
1557,隐,yǐn,"hide, conceal; hidden, secret",6
1558,蒙,méng,cover; ignorant; suffer; mongolia,6
1559,欲,yù,"desire, want, long for; intend",6
1560,遭,zāo,"come across, meet with, encounter",6
1561,徒,tú,"disciple, follower; go on foot",6
1562,塞,sāi,"stop up, block, seal, cork; pass, frontier; fortress",6
1563,侵,qīn,"invade, encroach upon, raid",6
1564,谷,gǔ,"valley, gorge, ravine",6
1565,潜,qián,"hide; hidden, secret, latent",6
1566,哲,zhé,"wise, sagacious; wise man, sage",6
1567,抵,dǐ,"resist, oppose; deny; off-set",6
1568,杰,jié,"hero; heroic, outstanding",6
1569,混,hùn,"to mix, blend, mingle; to bumble along",6
1570,盛,shèng,"abundant, flourishing; contain; fill",6
1571,怒,nù,"anger, rage, passion; angry",6
1572,残,cán,"injure, spoil; oppress; broken",6
1573,宇,yǔ,"house; building, structure; eaves",6
1574,猛,měng,"violent, savage, cruel; bold",6
1575,梅,méi,plums; prunes; surname,6
1576,毁,huǐ,destroy,6
1577,盟,méng,"swear; oath, covenant, alliance",6
1578,麦,mài,"wheat, barley, oats; simplified form of KangXi radical number 199",6
1579,沿,yán,"follow a course, go along",6
1580,啦,la,final particle of assertion,6
1581,援,yuán,"aid, assist; lead; cite",6
1582,夺,duó,"take by force, rob, snatch",6
1583,偏,piān,inclined one side; slanting,6
1584,侧,cè,"side; incline, slant, lean",6
1585,债,zhài,"debt, loan, liabilities",6
1586,融,róng,"melt, fuse; blend, harmonize",6
1587,纵,zòng,"indulge in, give free reign to",6
1588,障,zhàng,separate; shield; barricade,6
1589,讯,xùn,inquire; ask; examine; reproach,6
1590,涉,shè,"ford stream, wade across",6
1591,刊,kān,"publication, periodical; publish",6
1592,爆,bào,"crackle, pop, burst, explode",6
1593,乌,wū,"crow, rook, raven; black, dark",6
1594,患,huàn,"suffer, worry about; suffering",6
1595,妙,miào,"mysterious, subtle; exquisite",6
1596,症,zhèng,"disease, illness, ailment",6
1597,倾,qīng,"upset, pour out, overflow",6
1598,陷,xiàn,"submerge, sink, plunge; trap",6
1599,撤,chè,omit; remove; withdraw,6
1600,疾,jí,"illness, disease, sickness; to hate",6
1601,缘,yuán,"hem, margin; reason, cause; fate",6
1602,仪,yí,"ceremony, rites gifts; admire",6
1603,奔,bēn,"run fast, flee; rush about; run",6
1604,驻,zhù,"to be stationed at, reside at; to stop",6
1605,叹,tàn,"sigh, admire",6
1606,罢,bà,"cease, finish, stop; give up",6
1607,径,jìng,narrow path; diameter; direct,6
1608,恰,qià,"just, exactly, precisely; proper",6
1609,捕,bǔ,"arrest, catch, seize",6
1610,裂,liè,"split, crack, break open; rend",6
1611,尖,jiān,"sharp, pointed, acute, keen",6
1612,忠,zhōng,"loyalty, devotion, fidelity",6
1613,炎,yán,"flame, blaze; hot",6
1614,横,héng,across,6
1615,孤,gū,"orphan, fatherless; solitary",6
1616,衡,héng,"measure, weigh, judge, consider",6
1617,胞,bāo,"womb, placenta, fetal membrane",6
1618,洪,hóng,"vast, immense; flood, deluge",6
1619,晓,xiǎo,"dawn, daybreak; clear, explicit",6
1620,贫,pín,"poor, impoverished, needy",6
1621,赖,lài,"rely, depend on; accuse falsely",6
1622,仰,yǎng,"raise the head to look; look up to, rely on, admire",6
1623,废,fèi,"abrogate, terminate, discard",6
1624,凶,xiōng,"culprit; murder; bad, sad",6
1625,奉,fèng,offer; receive; serve; respect,6
1626,旋,xuán,"revolve, move in orbit; return",6
1627,丧,sàng,mourning; mourn; funeral,6
1628,渡,dù,"cross, ferry over; ferry",6
1629,旗,qí,"banner, flag, streamer",6
1630,扎,zhā,pull up; pierce; struggle free,6
1631,绪,xù,"end of thread; thread, clue",6
1632,梁,liáng,bridge; beam; rafters; surname,6
1633,幻,huàn,"illusion, fantasy, mirage",6
1634,井,jǐng,"well, mine shaft, pit",6
1635,壮,zhuàng,"big, large; robust; name of tribe",6
1636,殖,zhí,"breed, spawn; increase; prosper",6
1637,允,yǔn,"to grant, to allow, to consent",6
1638,液,yè,"sap, juice, liquid, fluid",6
1639,番,fān,"to take turns; a turn, a time; to repeat",6
1640,忧,yōu,"sad, grieved; grief, melancholy",6
1641,浮,fú,"to float, drift, waft; to exceed; superfluous",6
1642,伍,wǔ,"five, company of five; troops",6
1643,峰,fēng,"peak, summit; hump of camel",6
1644,贯,guàn,a string of 1000 coins; to go through,6
1645,券,quàn,"certificate, ticket; title deeds",6
1646,崇,chóng,"esteem, honor, revere, venerate",6
1647,枝,zhī,"branches, limbs; branch off",6
1648,拖,tuō,"drag, tow, haul; delay, prolong",6
1649,墨,mò,ink; writing,6
1650,胁,xié,"ribs, armpits; flank; threaten",6
1651,箭,jiàn,arrow; type of bamboo,6
1652,粉,fěn,"powder, face powder; plaster",6
1653,泥,ní,"mud, mire; earth, clay; plaster",6
1654,慧,huì,"bright, intelligent; intelligence",6
1655,愤,fèn,"resent, hate; indignant",6
1656,扑,pū,"pound, beat, strike; attack",6
1657,跃,yuè,"skip, jump, frolic",6
1658,储,chǔ,"save money, store, reserve; heir",6
1659,惨,cǎn,"sad, pitiful, wretched; cruel",6
1660,洁,jié,"clean, purify, pure",6
1661,磨,mó,grind; polish; rub; wear out; a millstone,6
1662,奏,zòu,memorialize emperor; report,6
1663,贡,gòng,"offer tribute; tribute, gifts",6
1664,坡,pō,"slope, bank, hillside",6
1665,截,jié,"cut off, stop, obstruct, intersect",6
1666,焦,jiāo,"burned, scorched; anxious, vexed",6
1667,逼,bī,"compel, pressure, force; bother",6
1668,昏,hūn,"dusk, nightfall, twilight, dark",6
1669,践,jiàn,"trample, tread upon, walk on",6
1670,牲,shēng,sacrificial animal; animal,6
1671,佳,jiā,"good, auspicious; beautiful; delightful",6
1672,稿,gǎo,"draft, manuscript, rough copy",6
1673,跌,diē,"stumble, slip, fall down; stamp",6
1674,昌,chāng,"light of sun; good, proper",6
1675,铺,pù,"shop, store; place sleep, bed",6
1676,盗,dào,"rob, steal; thief, bandit",6
1677,辉,huī,"brightness, luster, brilliance",6
1678,扣,kòu,"knock, strike, rap, tap; button",6
1679,嘛,ma,final exclamatory particle,6
1680,迁,qiān,"move, shift, change; transfer; relocate a capital city",6
1681,埋,mái,"bury, secrete, conceal",6
1682,狠,hěn,"vicious, cruel; severely, extreme",6
1683,鉴,jiàn,"mirror, looking glass; reflect",6
1684,械,xiè,"weapons; implements, instruments",6
1685,揭,jiē,"raise, lift up; surname",6
1686,悟,wù,"to apprehend, realize, become aware",6
1687,锋,fēng,"point of spear, sharp point",6
1688,祥,xiáng,"good luck, good omen; happiness",6
1689,阔,kuò,"broad, ample, wide; be apart",6
1690,誉,yù,"fame, reputation; praise",6
1691,牵,qiān,"drag, pull, lead by hand",6
1692,袖,xiù,sleeve; put something in sleeve,6
1693,柱,zhù,"pillar, post; support; lean on",6
1694,牢,láo,"prison; stable, pen; secure",6
1695,欺,qī,"cheat, double-cross, deceive",6
1696,纠,jiū,"investigate, inspect",6
1697,钻,zuān,"drill, bore; pierce; diamond",6
1698,耗,hào,"consume, use up; waste, squander",6
1699,菌,jūn,"mushroom; germ, microbe",6
1700,扁,biǎn,"flat; tablet, signboard",6
1701,循,xún,"obey, comply with, follow",6
1702,踏,tà,"step on, trample, tread on, walk",6
1703,肝,gān,liver,6
1704,铜,tóng,"copper, brass, bronze",6
1705,跨,kuà,"straddle, bestride, ride; carry",6
1706,档,dàng,"shelf; frame, crosspiece",6
1707,肿,zhǒng,swell; swollen; swelling,6
1708,岗,gǎng,post; position,6
1709,吞,tūn,"swallow; absorb, annex, engulf",6
1710,宏,hóng,"wide, spacious, great, vast",6
1711,耀,yào,"shine, sparkle, dazzle; glory",6
1712,扭,niǔ,"turn, twist, wrench; seize, grasp",6
1713,拨,bō,move; dispel; distribute,6
1714,绘,huì,"draw, sketch, paint",6
1715,牺,xī,"sacrifice, give up; sacrificial",6
1716,墓,mù,"grave, tomb",6
1717,捉,zhuō,"grasp, clutch; catch, seize",6
1718,嫌,xián,"hate, detest; suspect; criticize",6
1719,乳,rǔ,"breast, nipples; milk, suckle",6
1720,串,chuàn,string; relatives; conspire,6
1721,娃,wá,baby; doll; pretty girl,6
1722,搭,dā,"join together, attach to; add to",6
1723,嘉,jiā,excellent; joyful; auspicious,6
1724,宅,zhái,"residence, dwelling, home; grave",6
1725,添,tiān,"append, add to; increase",6
1726,挖,wā,"dig, dig out, gouge out, scoop",6
1727,氧,yǎng,oxygen,6
1728,酷,kù,"strong, stimulating; very",6
1729,悬,xuán,"hang, suspend, hoist; be hung",6
1730,仓,cāng,granary; berth; sea,6
1731,轨,guǐ,"track, rut, path",6
1732,屏,píng,"folding screen, shield",6
1733,寺,sì,"court, office; temple, monastery",6
1734,滴,dī,drip; drop of water,6
1735,膜,mó,membrane; to kneel and worship,6
1736,舌,shé,tongue; clapper of bell; KangXi radical 135,6
1737,傲,ào,"proud, haughty, overbearing",6
1738,棉,mián,cotton; cotton padded,6
1739,炉,lú,"fireplace, stove, oven, furnace",6
1740,愉,yú,"pleasant, delightful; please",6
1741,诞,dàn,"bear children, give birth; birth",6
1742,泡,pào,"bubbles, suds; blister; soak",6
1743,氛,fēn,"gas, vapor, air",6
1744,杆,gān,pole; shaft of spear,6
1745,挨,āi,"near, close by, next to, towards, against; to wait; to lean on",6
1746,顽,wán,"obstinate, stubborn; recalcitrant",6
1747,赌,dǔ,"bet, gamble, wager; compete",6
1748,肺,fèi,lungs,6
1749,吊,diào,"condole, mourn, pity; hang",6
1750,盲,máng,"blind; unperceptive, shortsighted",6
1751,栏,lán,"railing, balustrade; animal pan",6
1752,谅,liàng,"excuse, forgive; guess, presume",6
1753,畅,chàng,"smoothly, freely, unrestrained",6
1754,跪,guì,kneel,6
1755,歉,qiàn,"deficient, lacking, insufficient",6
1756,宴,yàn,"to entertain, feast; a feast, banquet",6
1757,薪,xīn,"fuel, firewood; salary",6
1758,盼,pàn,"look, gaze; expect, hope for",6
1759,账,zhàng,"accounts; bill, debt; credit",6
1760,赚,zhuàn,"make money, earn; gain, profit",6
1761,撑,chēng,"prop up, support; brace",6
1762,旺,wàng,prosper; prosperous; increase,6
1763,晕,yūn,"halo in sky; fog; dizzy, faint",6
1764,掏,tāo,take out; pull out; clean out,6
1765,懒,lǎn,"lazy, languid, listless",6
1766,拐,guǎi,"kidnap, abduct; turn",6
1767,捐,juān,"contribute; give up, renounce",6
1768,骄,jiāo,spirited horse; haughty,6
1769,聘,pìn,"engage, employ; betroth",6
1770,憾,hàn,"to regret, remorse; dissatisfied",6
1771,渠,qú,"ditch, canal, channel, gutter",6
1772,谦,qiān,"humble, modest",6
1773,刮,guā,"shave, pare off, scrape",6
1774,爽,shuǎng,"happy, cheerful; refreshing",6
1775,巩,gǒng,"bind; firm, secure, strong",6
1776,咨,zī,"inquire, consult, discuss; plan",6
1777,谐,xié,"harmonize, agree; joke, jest",6
1778,宠,chǒng,"favorite, concubine; favor",6
1779,哇,wa,vomit; cry of an infant,6
1780,踢,tī,kick,6
1781,趟,tàng,"time, occasion; take journey",6
1782,娱,yú,"pleasure, enjoyment, amusement",6
1783,蹲,dūn,"squat, crouch; idle about",6
1784,壶,hú,"jar, pot, jug, vase; surname",6
1785,榜,bǎng,placard; list of successful exam candidates,6
